id,Protein names,Gene names,PROlong_mean
3138,Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,B2M,1.5449333333333333
3139,Small ubiquitin-related modifier 2,SUMO2,0.9845233333333333
3140,Ubiquitin-fold modifier 1,UFM1,1.035
3141,DDB1- and CUL4-associated factor 7,DCAF7,1.0115
3142,WD repeat-containing protein 5,WDR5,0.8319099999999999
3143,AP-1 complex subunit sigma-1A,AP1S1,1.0571333333333333
3144,Nuclear transport factor 2,NUTF2,1.0147533333333334
3145,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,0.9811566666666667
3146,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,0.9004133333333333
3147,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,1.0257533333333333
3148,Mitochondrial import inner membrane translocase subunit Tim10,TIMM10,1.0101466666666665
3149,40S ribosomal protein S7,RPS7,0.8840766666666666
3150,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase,PPP1CA,0.9234266666666666
3151,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PPP1CB,1.0045833333333332
3152,Neuronal calcium sensor 1,NCS1,1.0163566666666666
3153,26S protease regulatory subunit 4,PSMC1,1.00224
3154,26S protease regulatory subunit 8,PSMC5,1.0068
3155,40S ribosomal protein S8,RPS8,0.8661366666666667
3156,40S ribosomal protein S15a,RPS15A,0.92421
3157,40S ribosomal protein S16,RPS16;ZNF90,0.9445366666666667
3158,"Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed",UBE2G1,0.95736
3159,14-3-3 protein epsilon,YWHAE,1.0628
3160,40S ribosomal protein S14,RPS14,0.9044833333333333
3161,40S ribosomal protein S23,RPS23,0.93844
3162,40S ribosomal protein S18,RPS18,0.92325
3163,40S ribosomal protein S29,RPS29,0.89181
3164,40S ribosomal protein S13,RPS13,0.8940433333333333
3165,40S ribosomal protein S11,RPS11,0.92623
3166,Small nuclear ribonucleoprotein E,SNRPE,0.84487
3167,Small nuclear ribonucleoprotein F,SNRPF,0.7957500000000001
3168,U6 snRNA-associated Sm-like protein LSm3,LSM3,1.0112266666666665
3169,U6 snRNA-associated Sm-like protein LSm6,LSM6,0.9197633333333334
3170,Small nuclear ribonucleoprotein Sm D1,SNRPD1,0.7466166666666667
3171,Small nuclear ribonucleoprotein Sm D2,SNRPD2,0.7921
3172,Small nuclear ribonucleoprotein Sm D3,SNRPD3,0.8485566666666666
3173,ADP-ribosylation factor 6,ARF6,1.0677666666666665
3174,TATA box-binding protein-like protein 1,TBPL1,0.9330233333333333
3175,60S ribosomal protein L7a,RPL7A,0.8325866666666667
3176,DNA-directed RNA polymerase II subunit RPB7,POLR2G,0.8575066666666666
3177,Eukaryotic peptide chain release factor subunit 1,ETF1,0.9650266666666667
3178,Cellular nucleic acid-binding protein,CNBP,0.92728
3179,Protein yippee-like 5,YPEL5,0.9868533333333334
3180,"40S ribosomal protein S4, X isoform",RPS4X,0.8881766666666666
3183,60S ribosomal protein L23a,RPL23A,0.8566666666666667
3184,40S ribosomal protein S6,RPS6,0.8889966666666667
3185,Histone H4,HIST1H4A,1.0902333333333334
3186,Ras-related protein Rab-1A,RAB1A,1.0743
3187,60S ribosomal protein L23,RPL23,0.91881
3188,Ras-related protein Rap-1A,RAP1A,1.2161
3189,Ubiquitin-conjugating enzyme E2 D2,UBE2D2,0.90874
3190,40S ribosomal protein S15,RPS15,0.8673666666666667
3191,40S ribosomal protein S25,RPS25,0.8806233333333333
3192,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,0.88871
3193,40S ribosomal protein S28,RPS28,1.0992666666666666
3194,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,1.0491666666666666
3195,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",POLR2L,0.85484
3196,"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed",RBX1,0.9916066666666666
3197,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,GNB2;GNB4,0.9563333333333334
3198,60S ribosomal protein L30,RPL30,0.8425066666666666
3199,Putative 60S ribosomal protein L39-like 5;60S ribosomal protein L39,RPL39P5;RPL39,0.8088933333333334
3200,60S ribosomal protein L31,RPL31,0.8651466666666667
3201,60S ribosomal protein L10a,RPL10A,0.8791366666666667
3202,60S ribosomal protein L11,RPL11,0.89245
3203,60S ribosomal protein L11,RPL11,0.8180966666666667
3204,60S ribosomal protein L8,RPL8,0.8290633333333334
3205,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,1.0144266666666666
3206,Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A;FKBP12-Exip2,1.0101366666666667
3207,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC;UBA52,1.06028
3208,Growth factor receptor-bound protein 2,GRB2,1.0651
3209,Transformer-2 protein homolog beta,TRA2B,0.61295
3210,Ras-related C3 botulinum toxin substrate 1,RAC1,1.0576333333333334
3211,AP-2 complex subunit beta,AP2B1,1.0057
3212,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS,0.9832133333333333
3213,14-3-3 protein zeta/delta,YWHAZ,1.0385766666666667
3214,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,0.97108
3215,"Dynein light chain 1, cytoplasmic",DYNLL1,0.9496333333333333
3216,Dynein light chain Tctex-type 1,DYNLT1,1.2285666666666666
3217,60S ribosomal protein L38,RPL38,0.9772733333333333
3218,40S ribosomal protein S21,RPS21,1.0083666666666666
3219,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,0.95984
3220,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,0.9687466666666666
3221,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,0.9713533333333333
3222,Transcription elongation factor SPT4,SUPT4H1,0.7922066666666666
3223,Thymosin beta-10,TMSB10,1.0851333333333333
3224,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,1.0641333333333334
3225,Nuclease-sensitive element-binding protein 1,YBX1,0.77137
3226,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,0.8949166666666667
3227,Tropomyosin alpha-4 chain,TPM4,1.0728333333333333
3228,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",ACTC1;ACTA1,1.0151366666666668
3229,Ubiquitin-conjugating enzyme E2 L3,UBE2L3,0.9029
3230,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,0.93036
3231,Tubulin alpha-1B chain,TUBA1B,0.9251633333333333
3233,Tubulin beta-4B chain,TUBB4B,0.92904
3234,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,0.9814133333333334
3236,Nucleolar protein 14,NOP14,0.81594
3237,Immunoglobulin-binding protein 1,IGBP1,1.0963666666666667
3238,Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1;Signal-regulatory protein beta-1 isoform 3,SIRPA;SIRPB1,0.78039
3239,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,0.83053
3240,Ribonuclease P protein subunit p38,RPP38,0.7940166666666667
3241,Ribonuclease P protein subunit p30,RPP30,0.8815166666666666
3242,General transcription factor II-I,GTF2I,0.8228300000000001
3243,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B,1.0785
3244,Contactin-associated protein 1,CNTNAP1,1.2980333333333334
3245,SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,SRPK2,0.9255566666666667
3246,T-complex protein 1 subunit beta,CCT2,1.029
3247,mRNA export factor,RAE1,0.9674166666666666
3248,Glutathione S-transferase omega-1,GSTO1,1.0465
3249,DNA-dependent protein kinase catalytic subunit,PRKDC,0.9733933333333333
3250,Sushi repeat-containing protein SRPX,SRPX,1.5549
3252,Death domain-containing protein CRADD,CRADD,1.000145
3254,Interferon-induced 35 kDa protein,IFI35,1.3408333333333333
3255,TATA element modulatory factor,TMF1,1.2754666666666667
3256,"28S ribosomal protein S22, mitochondrial",MRPS22,0.9030433333333333
3257,"28S ribosomal protein S25, mitochondrial",MRPS25,0.8662566666666667
3258,"28S ribosomal protein S10, mitochondrial",MRPS10,0.8162766666666667
3259,"28S ribosomal protein S35, mitochondrial",MRPS35,0.8724933333333333
3260,"28S ribosomal protein S5, mitochondrial",MRPS5,0.8231166666666667
3261,"28S ribosomal protein S36, mitochondrial",MRPS36,0.8623766666666667
3262,"28S ribosomal protein S11, mitochondrial",MRPS11,0.7793133333333333
3263,"28S ribosomal protein S15, mitochondrial",MRPS15,0.85165
3264,"28S ribosomal protein S6, mitochondrial",MRPS6,0.9264633333333333
3265,"28S ribosomal protein S9, mitochondrial",MRPS9,0.8248866666666667
3266,SAP domain-containing ribonucleoprotein,SARNP,0.9094433333333334
3267,Conserved oligomeric Golgi complex subunit 7,COG7,1.1914666666666667
3268,Thioredoxin-like protein 4A,TXNL4A,0.9109733333333333
3269,Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog,SMAD3,0.9492133333333334
3270,ADP-ribosylation factor 1,ARF1,1.0997333333333332
3271,ADP-ribosylation factor 5,ARF5,1.1302999999999999
3272,Enhancer of rudimentary homolog,ERH,0.7028633333333334
3273,Rho-related GTP-binding protein RhoG,RHOG,0.9874999999999999
3274,Serine/arginine-rich splicing factor 3,SRSF3,0.7445766666666667
3276,Forkhead box protein K1,FOXK1,0.9300866666666666
3277,Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B,CCZ1;CCZ1B,1.0543666666666667
3278,Disabled homolog 2,DAB2,1.2122666666666666
3279,E3 ubiquitin-protein ligase XIAP,XIAP,1.05932
3280,RNA-binding protein 3,RBM3,0.92009
3282,"Transcription factor A, mitochondrial",TFAM,0.8461033333333333
3283,Phosphatidylinositol transfer protein alpha isoform,PITPNA,0.98062
3284,"Phosphate carrier protein, mitochondrial",SLC25A3,1.0075366666666667
3285,Transcription initiation factor IIB,GTF2B,1.0770666666666666
3287,Cyclin-dependent kinase 6,CDK6,0.64142
3288,Cyclin-dependent-like kinase 5,CDK5,0.9914833333333333
3289,Transcriptional activator protein Pur-alpha,PURA,0.78107
3291,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,1.1389
3292,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,1.0163466666666667
3293,Receptor expression-enhancing protein 5,REEP5,1.0261
3294,Sorbitol dehydrogenase,SORD,0.9487566666666667
3295,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,0.72061
3297,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,1.0207666666666666
3298,Nucleolysin TIAR,TIAL1,0.9550166666666666
3300,Protein SET,SET,0.9051066666666666
3301,"Fatty acid-binding protein, epidermal",FABP5,0.92201
3302,Adenylyl cyclase-associated protein 1,CAP1,1.0429333333333335
3303,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,1.9303666666666668
3304,Large neutral amino acids transporter small subunit 1,SLC7A5,1.0225833333333332
3305,Protein Dr1,DR1,0.89208
3306,Exosome component 10,EXOSC10,0.6763033333333334
3307,OTU domain-containing protein 4,OTUD4,1.0806
3308,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,1.1229
3309,DNA repair protein complementing XP-C cells,XPC,0.96597
3310,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,1.0648
3311,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,1.0360066666666665
3312,A-kinase anchor protein 17A,AKAP17A,0.7360333333333333
3313,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,1.0934666666666666
3314,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,1.0352333333333334
3315,Centromere-associated protein E;Kinesin-like protein,CENPE,0.98469
3316,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,1.4714
3317,"Sterol 26-hydroxylase, mitochondrial",CYP27A1,1.3500666666666667
3318,DNA-binding protein inhibitor ID-3,ID3,0.90141
3319,Histone H1.1,HIST1H1A,0.4726266666666667
3320,60S ribosomal protein L18a,RPL18A,0.8258433333333334
3321,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,0.9564266666666666
3322,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,1.065
3323,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,0.9638899999999999
3324,Nucleobindin-1,NUCB1,1.1733666666666667
3325,60S ribosomal protein L6,RPL6,0.83482
3326,A-kinase anchor protein 12,AKAP12,0.6555666666666666
3328,Protein ENL,MLLT1,0.9548333333333333
3329,Aminoacylase-1,ACY1;ABHD14A-ACY1,1.0778
3330,6-pyruvoyl tetrahydrobiopterin synthase,PTS,1.0249666666666668
3331,CCAAT/enhancer-binding protein zeta,CEBPZ,0.5427166666666666
3332,UBX domain-containing protein 1,UBXN1,1.03508
3333,"1,4-alpha-glucan-branching enzyme",GBE1,1.1114333333333333
3334,Copper-transporting ATPase 1,ATP7A,1.0624333333333333
3335,Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain,NOTCH2,1.2631333333333332
3336,Lactoylglutathione lyase,GLO1,1.02807
3338,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,1.0201
3339,14-3-3 protein eta,YWHAH,1.0209666666666666
3341,Cleavage stimulation factor subunit 1,CSTF1,0.9367366666666667
3342,Ubiquitin-protein ligase E3A,UBE3A,0.9807833333333333
3343,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,0.9364966666666666
3344,Focal adhesion kinase 1,PTK2,1.1197333333333332
3345,Serine/arginine-rich splicing factor 11,SRSF11,0.8924833333333333
3346,Elongation factor 1-alpha 2,EEF1A2,0.8860366666666667
3347,Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit,PRKCD,1.0481
3348,Caldesmon,CALD1,1.0147566666666665
3349,2-5A-dependent ribonuclease,RNASEL,1.049
3350,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,0.9367533333333333
3351,3-ketodihydrosphingosine reductase,KDSR,0.98002
3352,Amidophosphoribosyltransferase,PPAT,0.8109466666666667
3353,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,1.2999333333333334
3354,Proteasome activator complex subunit 1,PSME1,1.2373
3355,Recombining binding protein suppressor of hairless,RBPJ,0.8331566666666667
3357,GA-binding protein alpha chain,GABPA,0.8336666666666667
3358,E3 ubiquitin-protein ligase RING1,RING1,0.92052
3359,Peroxiredoxin-1,PRDX1,1.043
3360,Cyclin-dependent kinase 18,CDK18,1.1417666666666668
3361,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,0.9457333333333333
3362,Cytoskeleton-associated protein 4,CKAP4,1.0940666666666667
3363,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,0.88694
3364,Apoptosis regulator BAX,BAX,0.9729866666666667
3366,DNA polymerase epsilon catalytic subunit A;DNA polymerase,POLE,0.72993
3367,Rho GTPase-activating protein 1,ARHGAP1,1.0322
3368,Protocadherin-1,PCDH1,1.0322866666666666
3369,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase,PPP3CA,1.0602333333333334
3370,ATP-dependent RNA helicase A,DHX9,0.7200933333333334
3371,Quinone oxidoreductase,CRYZ,1.0756333333333332
3372,Golgin subfamily A member 3,GOLGA3,1.1863666666666666
3374,Galectin-3-binding protein,LGALS3BP,1.7149666666666668
3375,"Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase",EHHADH,1.1462999999999999
3376,Leukocyte surface antigen CD47,CD47,1.0731666666666666
3377,Peptidyl-prolyl cis-trans isomerase D,PPID,1.0658
3378,FACT complex subunit SSRP1,SSRP1,0.74373
3379,Schlafen family member 5,SLFN5,1.4608666666666668
3381,Protein VAC14 homolog,VAC14,1.0758999999999999
3382,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,0.8890399999999999
3383,Histone-binding protein RBBP4,RBBP4,0.90598
3384,Histone-binding protein RBBP4,RBBP4,0.92708
3385,Nuclear cap-binding protein subunit 1,NCBP1,0.85547
3386,Histone acetyltransferase p300,EP300,0.97182
3387,Neuroblast differentiation-associated protein AHNAK,AHNAK,0.7886
3388,Small cell adhesion glycoprotein,SMAGP,0.91181
3389,Heat shock 70 kDa protein 14,HSPA14,0.9326633333333334
3390,Cingulin-like protein 1,CGNL1,1.0643
3391,"Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed",LAMTOR4,1.3695
3392,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,1.2475666666666667
3393,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,GALNT2,0.99302
3394,Polypeptide N-acetylgalactosaminyltransferase 1;Polypeptide N-acetylgalactosaminyltransferase 1 soluble form;Polypeptide N-acetylgalactosaminyltransferase 13,GALNT1;GALNT13,0.9675066666666666
3395,AP-1 complex subunit beta-1,AP1B1,1.02068
3397,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,0.7509633333333333
3398,Mitochondrial-processing peptidase subunit alpha,PMPCA,0.9980366666666667
3399,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",ST3GAL1,1.5093666666666667
3400,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",ST3GAL4,0.7768700000000001
3401,Secernin-1,SCRN1,1.0655000000000001
3402,WASH complex subunit strumpellin,KIAA0196,1.1301
3403,Nuclear pore complex protein Nup160,NUP160,0.72895
3404,Sterol regulatory element-binding protein cleavage-activating protein,SCAP,1.0160466666666665
3405,Transducin beta-like protein 3,TBL3,1.0779333333333332
3406,General transcription factor 3C polypeptide 1,GTF3C1,0.85376
3407,Twinfilin-1,TWF1,1.01038
3408,Aspartyl/asparaginyl beta-hydroxylase,ASPH,1.0422266666666666
3409,Alpha-globin transcription factor CP2,TFCP2,1.05837
3410,A-kinase anchor protein 13,AKAP13,1.0798
3411,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SMARCB1,0.6674566666666667
3412,Nucleosome-remodeling factor subunit BPTF,BPTF,0.72228
3413,Kinesin heavy chain isoform 5A;Kinesin-like protein,KIF5A,1.0496
3414,Follistatin-related protein 1,FSTL1,1.23967
3415,Syntaxin-4,STX4,1.2671999999999999
3416,"Splicing factor, suppressor of white-apricot homolog",SFSWAP,0.96365
3417,Chromodomain-helicase-DNA-binding protein 3,CHD3,0.7654133333333333
3418,Splicing factor 3A subunit 3,SF3A3,0.8586533333333334
3419,Tumor suppressor p53-binding protein 1,TP53BP1,0.87075
3420,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,0.9710033333333333
3421,Interleukin enhancer-binding factor 2,ILF2,0.75021
3422,Interleukin enhancer-binding factor 3,ILF3,0.7244533333333333
3423,Vesicular integral-membrane protein VIP36,LMAN2,0.9279866666666666
3424,Epidermal growth factor receptor kinase substrate 8,EPS8,1.0799666666666667
3425,"Heat shock protein 75 kDa, mitochondrial",TRAP1,1.0819
3426,TNF receptor-associated factor 2,TRAF2,1.1117
3427,Ankyrin-3,ANK3,0.9770133333333333
3428,Transcription initiation factor TFIID subunit 10,TAF10,0.9209066666666667
3429,Unconventional myosin-Ie,MYO1E,0.9914033333333333
3430,Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay,PPP1R8,0.9524699999999999
3431,Protein tyrosine phosphatase type IVA 2,PTP4A2,0.63722
3432,Vesicle transport protein SEC20,BNIP1,1.1416666666666666
3433,Cleavage stimulation factor subunit 3,CSTF3,0.9415733333333334
3434,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,1.3768
